PDB ID,UniProt Accession,EC ID,Enzyme Name
1o17,P50384,2.4.2.18,anthranilate phosphoribosyltransferase
5noe,Q9YGB4,2.4.2.18,anthranilate phosphoribosyltransferase
2elc,Q5SH88,2.4.2.18,anthranilate phosphoribosyltransferase
4hkm,Q8PD71,2.4.2.18,anthranilate phosphoribosyltransferase
1i1q,P00905,2.4.2.18,anthranilate phosphoribosyltransferase
2b7n,O25909,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating)
2jbm,Q15274,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating)
1qpo,P9WJJ7,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating)
4kqk,Q05603,2.4.2.21,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
1wx1,Q7SIC7,2.4.2.21,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
1fsg,Q26997,2.4.2.22,xanthine phosphoribosyltransferase
5xtk,Q8ZC05,2.4.2.22,xanthine phosphoribosyltransferase
1y0b,P42085,2.4.2.22,xanthine phosphoribosyltransferase
2a8y,Q97W94,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase
1je0,P50389,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase
1t8h,P84138,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase
5n6f,P28720,2.4.2.29,tRNA-guanosine(34) preQ1 transglycosylase
1v9x,Q9ZP54,2.4.2.30,NAD(+) ADP-ribosyltransferase
4zzz,P09874,2.4.2.30,NAD(+) ADP-ribosyltransferase
2le0,P27008,2.4.2.30,NAD(+) ADP-ribosyltransferase
4zzx,Q9UGN5,2.4.2.30,NAD(+) ADP-ribosyltransferase
3utm,Q6PFX9,2.4.2.30,NAD(+) ADP-ribosyltransferase
5nwg,Q9H2K2,2.4.2.30,NAD(+) ADP-ribosyltransferase
4jmf,Q9I788,2.4.2.31,NAD(+)--protein-arginine ADP-ribosyltransferase
1gxy,P20974,2.4.2.31,NAD(+)--protein-arginine ADP-ribosyltransferase
2gwm,P21454,2.4.2.31,NAD(+)--protein-arginine ADP-ribosyltransferase
3q9o,Q5EK40,2.4.2.36,NAD(+)--diphthamide ADP-ribosyltransferase
1xdt,P00588,2.4.2.36,NAD(+)--diphthamide ADP-ribosyltransferase
3b82,P11439,2.4.2.36,NAD(+)--diphthamide ADP-ribosyltransferase
3ozb,Q9HZK1,2.4.2.44,S-methyl-5'-thioinosine phosphorylase
5znc,Q8T9Z7,2.4.2.44,S-methyl-5'-thioinosine phosphorylase
1iq8,O58843,2.4.2.48,tRNA-guanine(15) transglycosylase
4ga6,Q5JCX3,2.4.2.57,AMP phosphorylase
4y4n,F6BCS4,2.4.2.59,sulfide-dependent adenosine diphosphate thiazole synthase
1rp0,Q38814,2.4.2.60,cysteine-dependent adenosine diphosphate thiazole synthase
3fpz,P32318,2.4.2.60,cysteine-dependent adenosine diphosphate thiazole synthase
5l0v,Q8NBL1,2.4.2.63,EGF-domain serine xylosyltransferase
4mps,P13721,2.4.3.1,"beta-galactoside alpha-(2,6)-sialyltransferase"
2wnf,Q02745,2.4.3.2,sialyltransferase
2wnf,Q02745,2.4.3.4,"beta-galactoside alpha-2,3-sialyltransferase"
2yk4,P72097,2.4.3.6,"N-acetyllactosaminide alpha-2,3-sialyltransferase"
2xci,O66663,2.4.99.12,lipid IVA 3-deoxy-D-manno-octulosonic acid transferase
3zss,Q9L1K2,2.4.99.16,starch synthase (maltosyl-transferring)
1yy3,O32054,2.4.99.17,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
1vky,Q9WZ44,2.4.99.17,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
3aag,Q5HTX9,2.4.99.19,undecaprenyl-diphosphooligosaccharide--protein glycotransferase
4cmh,P28907,2.4.99.20,2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase
1r12,P29241,2.4.99.20,2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase
3vgp,O29918,2.4.99.21,dolichyl-phosphooligosaccharide-protein glycotransferase
2zai,Q8U4D2,2.4.99.21,dolichyl-phosphooligosaccharide-protein glycotransferase
3vu1,O74088,2.4.99.21,dolichyl-phosphooligosaccharide-protein glycotransferase
3waj,O29867,2.4.99.21,dolichyl-phosphooligosaccharide-protein glycotransferase
1psw,P37692,2.4.99.24,lipopolysaccharide heptosyltransferase II
4nua,P14324,2.5.1.1,dimethylallyltranstransferase
2z4v,Q12051,2.5.1.1,dimethylallyltranstransferase
3thi,P45741,2.5.1.2,thiamine pyridinylase
2php,Q57688,2.5.1.3,thiamine phosphate synthase
2tps,P39594,2.5.1.3,thiamine phosphate synthase
3o63,P9WG75,2.5.1.3,thiamine phosphate synthase
1xi3,Q8U192,2.5.1.3,thiamine phosphate synthase
5a1i,P31153,2.5.1.6,methionine adenosyltransferase
3iml,Q63YH5,2.5.1.6,methionine adenosyltransferase
1xrb,P0A817,2.5.1.6,methionine adenosyltransferase
4l4q,Q5JF22,2.5.1.6,methionine adenosyltransferase
2yvw,O67315,2.5.1.7,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1i8d,P0AFU8,2.5.1.9,riboflavin synthase
2b99,Q58584,2.5.1.9,riboflavin synthase
4nua,P14324,2.5.1.10,"(2E,6E)-farnesyl diphosphate synthase"
2z4v,Q12051,2.5.1.10,"(2E,6E)-farnesyl diphosphate synthase"
2bmb,P53848,2.5.1.15,dihydropteroate synthase
1iy9,P70998,2.5.1.16,spermidine synthase
3o4f,P09158,2.5.1.16,spermidine synthase
2cmg,O25503,2.5.1.16,spermidine synthase
2o06,P19623,2.5.1.16,spermidine synthase
1mjf,Q8U4G1,2.5.1.16,spermidine synthase
2e5w,O57950,2.5.1.16,spermidine synthase
6qmm,Q31QK9,2.5.1.16,spermidine synthase
1inl,Q9WZC2,2.5.1.16,spermidine synthase
4hut,P31570,2.5.1.17,corrinoid adenosyltransferase
5d9x,Q65XA0,2.5.1.18,glutathione transferase
1nki,Q9I4K6,2.5.1.18,glutathione transferase
6mws,P25373,2.5.1.18,glutathione transferase
4q5f,P46436,2.5.1.18,glutathione transferase
2hnl,P46434,2.5.1.18,glutathione transferase
6ji6,P08515,2.5.1.18,glutathione transferase
1oe8,P30114,2.5.1.18,glutathione transferase
6atr,P08263,2.5.1.18,glutathione transferase
3ein,P20432,2.5.1.18,glutathione transferase
3rpp,Q9Y2Q3,2.5.1.18,glutathione transferase
4q5q,P46419,2.5.1.18,glutathione transferase
2c4j,P28161,2.5.1.18,glutathione transferase
1b4p,P08010,2.5.1.18,glutathione transferase
5yvn,P78417,2.5.1.18,glutathione transferase
5j41,P09211,2.5.1.18,glutathione transferase
1tu7,P46427,2.5.1.18,glutathione transferase
2c3n,P30711,2.5.1.18,glutathione transferase
4mpg,P0CG30,2.5.1.18,glutathione transferase
1e6b,Q9ZVQ3,2.5.1.18,glutathione transferase
2pvq,P81065,2.5.1.18,glutathione transferase
2gsq,P46088,2.5.1.18,glutathione transferase
4zxg,Q8ILQ7,2.5.1.18,glutathione transferase
5y9z,O35543,2.5.1.18,glutathione transferase
2cz2,Q9WVL0,2.5.1.18,glutathione transferase
4bpm,O14684,2.5.1.18,glutathione transferase
5swu,B0XRM8,2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
1sg6,P07547,2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
5swv,Q9P7R0,2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
2pqc,Q9R4E4,2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
2o0b,P9WPY5,2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
3nvs,Q9KRB0,2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
3vj8,P37268,2.5.1.21,squalene synthase
3o4f,P09158,2.5.1.22,spermine synthase
1uir,Q5SK28,2.5.1.22,spermine synthase
3c6m,P52788,2.5.1.22,spermine synthase
1mjf,Q8U4G1,2.5.1.23,sym-norspermidine synthase
4bby,P97275,2.5.1.26,alkylglycerone-phosphate synthase
2uuv,O96759,2.5.1.26,alkylglycerone-phosphate synthase
2ze7,P58758,2.5.1.27,adenylate dimethylallyltransferase (AMP-dependent)
3a8t,Q5GHF7,2.5.1.27,adenylate dimethylallyltransferase (AMP-dependent)
5ero,A2PZA5,2.5.1.29,geranylgeranyl diphosphate synthase
2z4v,Q12051,2.5.1.29,geranylgeranyl diphosphate synthase
3sgv,P60472,2.5.1.31,diphosphate specific]
2f6u,O29844,2.5.1.41,phosphoglycerol geranylgeranyltransferase
4jej,A5FJK8,2.5.1.41,phosphoglycerol geranylgeranyltransferase
6nke,Q97AR4,2.5.1.41,phosphoglycerol geranylgeranyltransferase
4xqc,O32323,2.5.1.44,homospermidine synthase
6dft,Q38BX0,2.5.1.46,deoxyhypusine synthase
1roz,P49366,2.5.1.46,deoxyhypusine synthase
2v03,P16703,2.5.1.47,cysteine synthase
1wkv,Q9YBL2,2.5.1.47,cysteine synthase
3x44,D2Z027,2.5.1.47,cysteine synthase
1cs1,P00935,2.5.1.48,cystathionine gamma-synthase
1vr6,Q9WYH8,2.5.1.54,3-deoxy-7-phosphoheptulonate synthase
2b7o,O53512,2.5.1.54,3-deoxy-7-phosphoheptulonate synthase
1of8,P32449,2.5.1.54,3-deoxy-7-phosphoheptulonate synthase
2nwr,O66496,2.5.1.55,3-deoxy-8-phosphooctulonate synthase
1wvo,Q9NR45,2.5.1.56,N-acetylneuraminate synthase
1wvo,Q9NR45,2.5.1.57,N-acylneuraminate-9-phosphate synthase
3dra,Q9Y765,2.5.1.58,protein farnesyltransferase
2h6f,P49354,2.5.1.58,protein farnesyltransferase
1n4q,Q04631,2.5.1.58,protein farnesyltransferase
2h6f,P49356,2.5.1.58,protein farnesyltransferase
3dra,Q9Y765,2.5.1.59,protein geranylgeranyltransferase type I
2h6f,P49354,2.5.1.59,protein geranylgeranyltransferase type I
1n4q,Q04631,2.5.1.59,protein geranylgeranyltransferase type I
1n4q,P53610,2.5.1.59,protein geranylgeranyltransferase type I
3dss,Q08602,2.5.1.60,protein geranylgeranyltransferase type II
3dss,Q08603,2.5.1.60,protein geranylgeranyltransferase type II
4htg,Q43316,2.5.1.61,hydroxymethylbilane synthase
3ecr,P08397,2.5.1.61,hydroxymethylbilane synthase
1rqp,Q70GK9,2.5.1.63,adenosyl-fluoride synthase
1wkv,Q9YBL2,2.5.1.65,O-phosphoserine sulfhydrylase
2ihu,Q9LCV9,2.5.1.66,N(2)-(2-carboxyethyl)arginine synthase
2vg1,P9WFF5,2.5.1.68,"(2Z,6E)-farnesyl diphosphate synthase"
4hhe,Q8TZL3,2.5.1.72,quinolinate synthase
5ktn,O57767,2.5.1.72,quinolinate synthase
5f33,Q9X1X7,2.5.1.72,quinolinate synthase
2e7j,O30207,2.5.1.73,O-phospho-L-seryl-tRNA:Cys-tRNA synthase
5x6b,Q59072,2.5.1.73,O-phospho-L-seryl-tRNA:Cys-tRNA synthase
2zm5,P16384,2.5.1.75,tRNA dimethylallyltransferase
3exa,Q9KAC3,2.5.1.75,tRNA dimethylallyltransferase
3crm,Q9HUL9,2.5.1.75,tRNA dimethylallyltransferase
3d3q,Q8CQL3,2.5.1.75,tRNA dimethylallyltransferase
3eph,P07884,2.5.1.75,tRNA dimethylallyltransferase
1c41,Q9UVT8,2.5.1.78,"6,7-dimethyl-8-ribityllumazine synthase"
1kz1,Q9UUB1,2.5.1.78,"6,7-dimethyl-8-ribityllumazine synthase"
2obx,Q986N2,2.5.1.78,"6,7-dimethyl-8-ribityllumazine synthase"
1hqk,O66529,2.5.1.78,"6,7-dimethyl-8-ribityllumazine synthase"
2c92,P9WHE9,2.5.1.78,"6,7-dimethyl-8-ribityllumazine synthase"
3o4f,P09158,2.5.1.79,thermospermine synthase
1uir,Q5SK28,2.5.1.79,thermospermine synthase
3ipi,Q8PYS1,2.5.1.81,geranylfarnesyl diphosphate synthase
2azj,Q97W92,2.5.1.82,hexaprenyl diphosphate synthase [geranylgeranyl-diphosphate specific]
3aqb,O66127,2.5.1.83,"hexaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]"
3aqb,O66129,2.5.1.83,"hexaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]"
3aq0,Q5HZ00,2.5.1.85,specific]
2q6k,A4X3Q0,2.5.1.94,adenosyl-chloride synthase
3acx,A9JQL9,2.5.1.96,"4,4'-diapophytoene synthase"
1mjf,Q8U4G1,2.5.1.104,N(1)-aminopropylagmatine synthase
1uir,Q5SK28,2.5.1.104,N(1)-aminopropylagmatine synthase
3lzd,O58832,2.5.1.108,2-(3-amino-3-carboxypropyl)histidine synthase
3a8t,Q5GHF7,2.5.1.112,adenylate dimethylallyltransferase (ADP/ATP-dependent)
3dwg,P9WP53,2.5.1.113,synthase
3a27,Q58952,2.5.1.114,tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase
3k6r,O58523,2.5.1.114,tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase
1uir,Q5SK28,2.5.1.126,norspermine synthase
5xnc,Q5JIZ3,2.5.1.128,N(4)-bis(aminopropyl)spermidine synthase
1sbz,P69772,2.5.1.129,flavin prenyltransferase
4zav,Q9HX08,2.5.1.129,flavin prenyltransferase
3t5t,Q15JG1,2.5.1.135,validamine 7-phosphate valienyltransferase
5d84,A6QDA0,2.5.1.140,N-(2-amino-2-carboxyethyl)-L-glutamate synthase
3wql,P9WJ61,2.5.1.153,adenosine tuberculosinyltransferase
6f77,Q02635,2.6.1.1,aspartate transaminase
5tor,P00503,2.6.1.1,aspartate transaminase
4f5l,P00509,2.6.1.1,aspartate transaminase
1o4s,Q9X0Y2,2.6.1.1,aspartate transaminase
2zy4,Q93QX0,2.6.1.1,aspartate transaminase
3ppl,Q8NTR2,2.6.1.1,aspartate transaminase
5wmk,Q9SIE1,2.6.1.1,aspartate transaminase
3tcm,P52894,2.6.1.2,alanine transaminase
4cvq,P0A959,2.6.1.2,alanine transaminase
3ihj,Q8TD30,2.6.1.2,alanine transaminase
5tor,P00503,2.6.1.3,cysteine transaminase
6d0a,Q8N5Z0,2.6.1.4,glycine transaminase
3dyd,P17735,2.6.1.5,tyrosine transaminase
6d0a,Q8N5Z0,2.6.1.7,kynurenine--oxoglutarate transaminase
3b46,P47039,2.6.1.7,kynurenine--oxoglutarate transaminase
4wlh,Q16773,2.6.1.7,kynurenine--oxoglutarate transaminase
5veh,Q17CS8,2.6.1.7,kynurenine--oxoglutarate transaminase
3euc,Q46WL3,2.6.1.9,histidinol-phosphate transaminase
3get,Q9PII2,2.6.1.9,histidinol-phosphate transaminase
3cq5,Q9KJU4,2.6.1.9,histidinol-phosphate transaminase
1fg7,P06986,2.6.1.9,histidinol-phosphate transaminase
3hdo,Q39YP6,2.6.1.9,histidinol-phosphate transaminase
3ffh,Q92A83,2.6.1.9,histidinol-phosphate transaminase
1uu2,Q9X0D0,2.6.1.9,histidinol-phosphate transaminase
3nx3,Q9PIR7,2.6.1.11,acetylornithine transaminase
4jf1,P40732,2.6.1.11,acetylornithine transaminase
2ord,Q9X2A5,2.6.1.11,acetylornithine transaminase
2poc,P53704,2.6.1.16,glutamine--fructose-6-phosphate transaminase (isomerizing)
1xff,P17169,2.6.1.16,glutamine--fructose-6-phosphate transaminase (isomerizing)
4jf1,P40732,2.6.1.17,succinyldiaminopimelate transaminase
2o0r,P9WPZ5,2.6.1.17,succinyldiaminopimelate transaminase
1sff,P22256,2.6.1.19,4-aminobutyrate--2-oxoglutarate transaminase
4y0h,P80147,2.6.1.19,4-aminobutyrate--2-oxoglutarate transaminase
3lqs,P19938,2.6.1.21,D-amino-acid transaminase
4y0h,P80147,2.6.1.22,(S)-3-amino-2-methylpropionate transaminase
3bwn,Q9S7N2,2.6.1.27,tryptophan transaminase
4uoy,P42588,2.6.1.29,diamine transaminase
2z9v,Q988B8,2.6.1.30,pyridoxamine--pyruvate transaminase
2cjg,P9WQ77,2.6.1.36,L-lysine 6-transaminase
1m32,P96060,2.6.1.37,2-aminoethylphosphonate--pyruvate transaminase
6d0a,Q8N5Z0,2.6.1.39,2-aminoadipate transaminase
3cbf,Q72LL6,2.6.1.39,2-aminoadipate transaminase
5cr5,O15382,2.6.1.42,branched-chain-amino-acid transaminase
3dtg,A0R066,2.6.1.42,branched-chain-amino-acid transaminase
5u3f,P9WQ75,2.6.1.42,branched-chain-amino-acid transaminase
3csw,P74921,2.6.1.42,branched-chain-amino-acid transaminase
4kyo,P21549,2.6.1.44,alanine--glyoxylate transaminase
3kgw,O35423,2.6.1.44,alanine--glyoxylate transaminase
2bkw,P43567,2.6.1.44,alanine--glyoxylate transaminase
1sff,P22256,2.6.1.48,5-aminovalerate transaminase
4kyo,P21549,2.6.1.51,serine--pyruvate transaminase
3kgw,O35423,2.6.1.51,serine--pyruvate transaminase
1w23,Q9RME2,2.6.1.52,phosphoserine transaminase
2fyf,P9WQ73,2.6.1.52,phosphoserine transaminase
4wyd,P9WQ81,2.6.1.62,adenosylmethionine--8-amino-7-oxononanoate transaminase
4a0g,B0F481,2.6.1.62,adenosylmethionine--8-amino-7-oxononanoate transaminase
6d0a,Q8N5Z0,2.6.1.63,kynurenine--glyoxylate transaminase
5veh,Q17CS8,2.6.1.63,kynurenine--glyoxylate transaminase
4wlh,Q16773,2.6.1.64,glutamine--phenylpyruvate transaminase
6d0a,Q8N5Z0,2.6.1.73,methionine--glyoxylate transaminase
5wmk,Q9SIE1,2.6.1.78,aspartate--prephenate aminotransferase
6f77,Q02635,2.6.1.79,glutamate--prephenate aminotransferase
5wmk,Q9SIE1,2.6.1.79,glutamate--prephenate aminotransferase
4uoy,P42588,2.6.1.82,putrescine--2-oxoglutarate transaminase
3asa,O84395,2.6.1.83,LL-diaminopimelate aminotransferase
1k0e,P05041,2.6.1.85,aminodeoxychorismate synthase
1mdo,Q8ZNF3,2.6.1.87,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
1u08,P77806,2.6.1.88,methionine transaminase
2fnu,O25130,2.6.1.92,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"
3nyt,Q9HZ76,2.6.1.98,UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
3bwn,Q9S7N2,2.6.1.99,L-tryptophan--pyruvate aminotransferase
2c81,Q8G8Y2,2.6.1.100,L-glutamine:2-deoxy-scyllo-inosose aminotransferase
2c81,Q8G8Y2,2.6.1.101,"L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase"
3dr4,Q9A9H3,2.6.1.102,GDP-perosamine synthase
4k2m,O07566,2.6.1.104,3-dehydro-glucose-6-phosphate--glutamate transaminase
3dod,P53555,2.6.1.105,lysine--8-amino-7-oxononanoate transaminase
5k8b,Q8EEB1,2.6.1.109,"8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase"
3isl,O32148,2.6.1.112,(S)-ureidoglycine--glyoxylate transaminase
1vef,Q5SHH5,2.6.1.118,aminotransferase
3o6c,Q9PN59,2.6.99.2,pyridoxine 5'-phosphate synthase
3x44,D2Z027,2.6.99.3,O-ureido-L-serine synthase
4qs8,Q42525,2.7.1.1,hexokinase
3f9m,P35557,2.7.1.1,hexokinase
2yhx,P04807,2.7.1.1,hexokinase
3o8m,P33284,2.7.1.1,hexokinase
1sz2,P0A6V9,2.7.1.2,glucokinase
2hlz,P50053,2.7.1.3,ketohexokinase
3ohr,O05510,2.7.1.4,fructokinase
2uyt,Q1R415,2.7.1.5,rhamnulokinase
1pie,Q9R7D7,2.7.1.6,galactokinase
2cz9,O58107,2.7.1.6,galactokinase
6q3w,P51570,2.7.1.6,galactokinase
3opy,Q8NJU8,2.7.1.11,6-phosphofructokinase
3o8o,P16861,2.7.1.11,6-phosphofructokinase
3opy,Q8TGA0,2.7.1.11,6-phosphofructokinase
3o8o,P16862,2.7.1.11,6-phosphofructokinase
4wl0,Q01813,2.7.1.11,6-phosphofructokinase
1pfk,P0A796,2.7.1.11,6-phosphofructokinase
5xz7,P99165,2.7.1.11,6-phosphofructokinase
2hig,O15648,2.7.1.11,6-phosphofructokinase
3umo,P06999,2.7.1.11,6-phosphofructokinase
6ils,A1A6H3,2.7.1.15,ribokinase
5c40,Q9H477,2.7.1.15,ribokinase
3qdk,Q9KBQ3,2.7.1.16,ribulokinase
2itm,P09099,2.7.1.17,xylulokinase
4bc3,O75191,2.7.1.17,xylulokinase
1a7j,P12033,2.7.1.19,phosphoribulokinase
5kb6,P55264,2.7.1.20,adenosine kinase
2abs,Q9TVW2,2.7.1.20,adenosine kinase
3bf5,Q9HJT3,2.7.1.20,adenosine kinase
1e2k,P0DTH5,2.7.1.21,thymidine kinase
1w4r,P04183,2.7.1.21,thymidine kinase
2orw,Q9WYN2,2.7.1.21,thymidine kinase
2b8t,Q9PPP5,2.7.1.21,thymidine kinase
1osn,P0C0E6,2.7.1.21,thymidine kinase
1lw7,P44308,2.7.1.22,ribosylnicotinamide kinase
2qt1,Q9NWW6,2.7.1.22,ribosylnicotinamide kinase
2q5f,Q8Y8D7,2.7.1.23,NAD(+) kinase
1z0s,O30297,2.7.1.23,NAD(+) kinase
3pfn,O95544,2.7.1.23,NAD(+) kinase
1y3i,P9WHV7,2.7.1.23,NAD(+) kinase
2an1,P65774,2.7.1.23,NAD(+) kinase
1yt5,Q9X255,2.7.1.23,NAD(+) kinase
2if2,O67792,2.7.1.24,dephospho-CoA kinase
4zo4,Q9PMD9,2.7.1.24,dephospho-CoA kinase
1vht,P0A6I9,2.7.1.24,dephospho-CoA kinase
2grj,Q9X1A7,2.7.1.24,dephospho-CoA kinase
1uf9,Q56416,2.7.1.24,dephospho-CoA kinase
2f6r,Q9DBL7,2.7.1.24,dephospho-CoA kinase
1m7g,Q12657,2.7.1.25,adenylyl-sulfate kinase
1x6v,O43252,2.7.1.25,adenylyl-sulfate kinase
2gks,O67174,2.7.1.25,adenylyl-sulfate kinase
5a89,Q59263,2.7.1.26,riboflavin kinase
1nb0,Q969G6,2.7.1.26,riboflavin kinase
1un8,P45510,2.7.1.29,glycerone kinase
3h46,O34153,2.7.1.30,glycerol kinase
4e1j,O86033,2.7.1.30,glycerol kinase
5ftg,P35790,2.7.1.32,choline kinase
3feg,Q9Y259,2.7.1.32,choline kinase
1nw1,Q22942,2.7.1.32,choline kinase
5xlv,P9WPA7,2.7.1.33,pantothenate kinase
5jic,Q2FWC7,2.7.1.33,pantothenate kinase
4m7x,Q8NVG0,2.7.1.33,pantothenate kinase
2h3g,Q81VX4,2.7.1.33,pantothenate kinase
4o5f,Q2T1M2,2.7.1.33,pantothenate kinase
2nrh,Q0PBB6,2.7.1.33,pantothenate kinase
2f9w,Q9HWC1,2.7.1.33,pantothenate kinase
3bex,Q9WZY5,2.7.1.33,pantothenate kinase
6b3v,Q9H999,2.7.1.33,pantothenate kinase
2ddm,P40191,2.7.1.35,pyridoxal kinase
2yxt,O00764,2.7.1.35,pyridoxal kinase
1kvk,P17256,2.7.1.36,mevalonate kinase
1kkh,Q58487,2.7.1.36,mevalonate kinase
2ppq,Q8UHA8,2.7.1.39,homoserine kinase
3hul,Q8Y4A6,2.7.1.39,homoserine kinase
1h72,Q58504,2.7.1.39,homoserine kinase
4rpf,Q1CMW6,2.7.1.39,homoserine kinase
1pky,P0AD61,2.7.1.40,pyruvate kinase
4kct,P30615,2.7.1.40,pyruvate kinase
1a3w,P00549,2.7.1.40,pyruvate kinase
2e28,Q02499,2.7.1.40,pyruvate kinase
3qtg,Q8ZYE0,2.7.1.40,pyruvate kinase
6b6u,P14618,2.7.1.40,pyruvate kinase
2g50,P11974,2.7.1.40,pyruvate kinase
1v1a,Q53W83,2.7.1.45,2-dehydro-3-deoxygluconokinase
1uj2,Q9BZX2,2.7.1.48,uridine/cytidine kinase
3rm5,Q08224,2.7.1.49,hydroxymethylpyrimidine kinase
2php,Q57688,2.7.1.49,hydroxymethylpyrimidine kinase
1esj,P39593,2.7.1.50,hydroxyethylthiazole kinase
3dzv,Q830K4,2.7.1.50,hydroxyethylthiazole kinase
3htv,P32718,2.7.1.55,allose kinase
3t69,Q92RN7,2.7.1.58,2-dehydro-3-deoxygalactonokinase
2ch5,Q9UJ70,2.7.1.59,N-acetylglucosamine kinase
2ap1,Q8ZPZ9,2.7.1.59,N-acetylglucosamine kinase
4db3,Q8D9M7,2.7.1.59,N-acetylglucosamine kinase
2yhw,Q9Y223,2.7.1.60,N-acylmannosamine kinase
2ch5,Q9UJ70,2.7.1.60,N-acylmannosamine kinase
2aa4,P45425,2.7.1.60,N-acylmannosamine kinase
2ju0,P39104,2.7.1.67,1-phosphatidylinositol 4-kinase
5swu,B0XRM8,2.7.1.71,shikimate kinase
1sg6,P07547,2.7.1.71,shikimate kinase
5swv,Q9P7R0,2.7.1.71,shikimate kinase
2pt5,O67925,2.7.1.71,shikimate kinase
3vaa,Q8A2B2,2.7.1.71,shikimate kinase
3n2e,P56073,2.7.1.71,shikimate kinase
2iyv,P9WPY3,2.7.1.71,shikimate kinase
1e6c,P10880,2.7.1.71,shikimate kinase
3nwj,Q8GY88,2.7.1.71,shikimate kinase
2c4e,Q57849,2.7.1.73,inosine kinase
3bf5,Q9HJT3,2.7.1.73,inosine kinase
2no7,P27707,2.7.1.74,deoxycytidine kinase
2no7,P27707,2.7.1.76,deoxyadenosine kinase
5uj0,P06855,2.7.1.78,polynucleotide 5'-hydroxyl-kinase
2brf,Q96T60,2.7.1.78,polynucleotide 5'-hydroxyl-kinase
3zvl,Q9JLV6,2.7.1.78,polynucleotide 5'-hydroxyl-kinase
5ftg,P35790,2.7.1.82,ethanolamine kinase
3feg,Q9Y259,2.7.1.82,ethanolamine kinase
1nw1,Q22942,2.7.1.82,ethanolamine kinase
4htl,Q8Y3R9,2.7.1.85,beta-glucoside kinase
3afo,Q06892,2.7.1.86,NADH kinase
2f48,P70826,2.7.1.90,diphosphate--fructose-6-phosphate 1-phosphotransferase
4v24,Q9NYA1,2.7.1.91,sphingosine kinase
2qcv,Q9KAG8,2.7.1.92,5-dehydro-2-deoxygluconokinase
1tuz,P23743,2.7.1.93,alkylglycerol kinase
3tm0,P0A3Y5,2.7.1.95,kanamycin kinase
2pul,O31663,2.7.1.100,S-methyl-5-thioribose kinase
5hr5,P26285,2.7.1.105,6-phosphofructo-2-kinase
1bif,P25114,2.7.1.105,6-phosphofructo-2-kinase
2qv7,Q6GFF9,2.7.1.107,diacylglycerol kinase (ATP)
1tuz,P23743,2.7.1.107,diacylglycerol kinase (ATP)
1r79,Q16760,2.7.1.107,diacylglycerol kinase (ATP)
3ze3,P0ABN1,2.7.1.107,diacylglycerol kinase (ATP)
2no7,P27707,2.7.1.113,deoxyguanosine kinase
1oi2,P76015,2.7.1.121,phosphoenolpyruvate--glycerone phosphotransferase
4lrz,P76014,2.7.1.121,phosphoenolpyruvate--glycerone phosphotransferase
3cr3,Q9CIV7,2.7.1.121,phosphoenolpyruvate--glycerone phosphotransferase
3ct6,Q9CIV6,2.7.1.121,phosphoenolpyruvate--glycerone phosphotransferase
1w2d,P23677,2.7.1.127,inositol-trisphosphate 3-kinase
2iew,P07250,2.7.1.127,inositol-trisphosphate 3-kinase
1z2n,Q9XYQ1,2.7.1.134,inositol-tetrakisphosphate 1-kinase
2q7d,Q13572,2.7.1.134,inositol-tetrakisphosphate 1-kinase
6bty,O00443,2.7.1.137,phosphatidylinositol 3-kinase
2wwe,O75747,2.7.1.137,phosphatidylinositol 3-kinase
4uwh,Q8NEB9,2.7.1.137,phosphatidylinositol 3-kinase
2v1y,P32871,2.7.1.137,phosphatidylinositol 3-kinase
